559,333,35,42
558,331,35,44
559,330,35,43
559,329,36,43
560,328,36,42
560,327,37,42
561,326,37,41
562,325,37,41
562,323,36,41
563,322,36,41
563,321,36,41
564,320,36,40
564,319,36,40
564,318,37,40
564,316,39,40
564,315,40,40
564,313,40,40
564,312,41,40
564,310,41,40
564,309,41,39
565,308,41,38
565,307,41,38
565,305,41,38
565,303,42,38
565,301,42,39
566,300,42,38
566,300,41,37
567,299,41,36
567,298,41,36
567,296,42,36
567,295,42,36
567,293,42,36
568,292,42,36
568,290,42,36
568,289,42,36
567,287,43,35
567,286,43,35
567,284,44,34
566,283,45,34
566,282,45,35
566,281,45,34
566,280,45,33
566,279,45,32
566,278,45,32
566,276,44,31
566,275,44,31
566,274,44,31
566,272,44,30
566,271,44,30
566,270,44,30
565,268,45,29
565,267,45,29
565,266,45,29
565,264,44,28
565,263,44,28
565,262,44,28
564,260,44,28
564,259,44,28
564,258,44,27
564,258,44,25
564,257,44,24
563,256,44,24
563,255,44,23
562,254,44,23
561,253,44,23
561,251,45,22
560,250,45,22
559,249,45,21
559,249,45,20
558,248,45,19
558,247,44,19
559,247,44,19
559,246,43,19
558,245,43,18
556,243,44,18
555,242,44,17
555,241,44,17
554,240,44,18
554,239,44,18
553,238,44,17
552,236,44,17
551,235,44,17
550,234,44,17
550,233,43,17
549,232,43,18
548,230,43,18
547,229,43,19
546,226,44,20
544,222,46,23
544,220,45,25
544,219,44,26
544,218,44,26
542,217,44,26
541,216,45,26
539,215,46,27
539,213,45,28
538,210,45,30
537,210,45,30
535,210,46,29
534,207,47,30
533,206,46,30
533,205,46,31
533,205,45,31
531,203,45,31
530,202,45,33
529,200,46,34
527,199,45,34
527,198,44,34
525,198,45,33
525,197,45,35
522,196,46,35
521,193,45,36
520,191,45,38
519,190,45,39
517,190,45,39
516,189,45,39
515,189,43,38
514,190,41,37
513,189,40,38
511,187,42,40
510,185,42,41
509,183,41,43
509,183,40,43
507,182,40,44
506,182,40,43
504,182,41,43
503,181,40,43
501,178,39,45
500,178,39,46
499,178,38,45
497,178,39,45
494,176,39,46
492,175,39,47
490,174,39,48
489,173,38,48
488,174,39,47
487,175,37,46
487,174,36,47
485,174,36,47
484,175,35,46
483,175,34,46
482,175,34,46
481,176,33,46
480,176,31,45
480,177,30,45
478,177,30,45
477,176,29,46
476,176,29,46
476,176,27,46
475,176,25,46
473,175,25,47
